destination,price,duration,features,product_type
agra,1087.21,2h,Marble Inlay Art Workshop (Craft Your Own),activity
mumbai,42895.0,2 nights,"Trident Nariman Point - Executive Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Free WiFi, Parking, Business Center",hotels
new delhi,0.0,16h 45m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
banglore,365857.0,10 nights,"The Ritz-Carlton Bangalore - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Swimming Pool, Spa, Business Center",hotels
jaipur,64962.0,2 nights,"Hilton Jaipur - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Kids Club, Beach Access, Garden",hotels
delhi,4878.0,2h 40m,Vistara Banglore non-stop BLR → DEL,flight
agra,611.42,2h,Moonlight Garden View of Taj Mahal,activity
chennai,80073.0,4 nights,"The Leela Palace Chennai - Superior Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Spa, Kids Club",hotels
cochin,10262.0,9h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
ladakh,2088.8,4h,Mountain Biking in Leh (Professional Guide),activity
cochin,0.0,16h 5m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
kerala,3112.08,2h,Traditional Ayurvedic Full Body Massage,activity
cochin,0.0,16h 50m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,6151.0,5h 30m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
goa,23836.0,2 nights,"Holiday Inn Goa - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Kids Club, Room Service, Swimming Pool, Conference Rooms",hotels
cochin,13882.0,19h,Jet Airways Delhi 2 stops DEL → LKO → BOM → COK,flight
banglore,3873.0,2h 35m,SpiceJet Kolkata non-stop CCU → BLR,flight
cochin,0.0,6h,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,17024.0,26h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
jaipur,69443.0,7 nights,"The Lalit Jaipur - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Restaurant, Spa, Kids Club, Terrace",hotels
banglore,16321.0,1 nights,"Sheraton Grand Bangalore - Sea View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Beach Access, Spa",hotels
cochin,7202.0,3h 15m,Jet Airways Delhi non-stop DEL → COK,flight
hyderabad,1273.84,2h,Hyderabadi Biryani Tasting Experience,activity
kolkata,0.0,2h 20m,SpiceJet Chennai non-stop MAA → CCU,flight
udaipur,679.72,1h,Lake Pichola Boat Ride with City Palace View,activity
mumbai,16713.0,1 nights,"Novotel Mumbai - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Beach Access, Business Center, Restaurant",hotels
banglore,32243.0,2 nights,"ITC Gardenia - Standard Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Kids Club, Bar",hotels
rishikesh,4109.27,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
banglore,33544.0,3 nights,"Vivanta Bengaluru - Superior Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Business Center, Garden",hotels
banglore,3873.0,2h 25m,SpiceJet Kolkata non-stop CCU → BLR,flight
banglore,69698.0,2 nights,"Vivanta Bengaluru - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Terrace, Garden, Restaurant",hotels
varanasi,721.34,1h 15m,Silk Saree Weaving Factory Visit,activity
hyderabad,1478.65,2h,Hyderabadi Biryani Tasting Experience,activity
cochin,0.0,6h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
mumbai,1434.46,3h,Dharavi Slum Tour with Social Enterprise,activity
banglore,14151.0,27h 10m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
delhi,5176.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
cochin,8151.0,14h 35m,Air India Delhi 1 stop DEL → BLR → COK,flight
cochin,10262.0,18h 25m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
kolkata,1444.85,3h,Victoria Memorial & St. Paul's Cathedral Tour,activity
banglore,19910.0,1 nights,"JW Marriott Bangalore - Lake View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Restaurant, Spa",hotels
ladakh,4848.03,6h,High Altitude Trek to Stok Kangri Base,activity
cochin,7575.0,7h 50m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,6093.0,12h 10m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
agra,10321.0,3 nights,"Hotel Taj Plaza - Garden View Room with Full Board | Rating: ⭐⭐⭐ 3.8/5 | Includes: Spa, Airport Shuttle",hotels
new delhi,11717.0,10h 15m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
banglore,12434.0,22h 15m,Air India Kolkata 2 stops CCU → BOM → COK → BLR,flight
ladakh,1537.25,2h,Camel Safari in Nubra Valley (Double Hump),activity
new delhi,11885.0,25h 45m,Air India Banglore 2 stops BLR → BOM → NAG → DEL,flight
cochin,1144.07,2h,Kathakali Makeup & Performance Session,activity
delhi,43687.0,3 nights,"Radisson Blu Delhi - Lake View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Free WiFi, Kids Club",hotels
kerala,5722.55,8h,Backwater Houseboat Cruise with Kerala Lunch,activity
cochin,6094.0,2h 50m,Air India Delhi non-stop DEL → COK,flight
cochin,6573.0,16h 15m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
goa,1837.36,5h,Spice Plantation Tour with Traditional Goan Lunch,activity
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
banglore,2766.15,6h,Coffee Estate Tour near Chikmagalur,activity
hyderabad,35208.0,4 nights,"Novotel Hyderabad - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Conference Rooms, Parking, Fitness Center, Kids Club",hotels
banglore,35950.0,1 nights,"The Leela Palace Bangalore - Family Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Room Service, Parking",hotels
manali,558.68,1h 30m,Natural Hot Water Springs & Bath,activity
banglore,456350.0,10 nights,"The Ritz-Carlton Bangalore - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Business Center, Bar",hotels
mumbai,1629.11,5h,Elephanta Caves Ferry & Guided Tour,activity
cochin,5998.0,14h 35m,Air India Delhi 1 stop DEL → BLR → COK,flight
delhi,3943.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
mumbai,19616.0,1 nights,"Trident Nariman Point - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Restaurant, Airport Shuttle, Garden",hotels
cochin,10262.0,17h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,0.0,25h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
jaipur,3446.76,6h,Private Jaipur City Tour - All Major Attractions,activity
cochin,778.19,2h 30m,Fort Kochi Heritage Walking Tour,activity
kolkata,3543.0,2h 15m,SpiceJet Chennai non-stop MAA → CCU,flight
cochin,13292.0,13h 30m,Jet Airways Delhi 2 stops DEL → IDR → BOM → COK,flight
mumbai,253037.0,5 nights,"The Oberoi Mumbai - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Parking, Garden",hotels
kerala,818.59,2h,Kathakali Dance Performance with Makeup Demo,activity
delhi,0.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
cochin,15129.0,19h 55m,Jet Airways Delhi 2 stops DEL → AMD → BOM → COK,flight
banglore,13469.0,6h 35m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
cochin,7354.0,10h 45m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
hyderabad,17489.0,2 nights,"Novotel Hyderabad - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Room Service, Kids Club, Fitness Center",hotels
new delhi,8114.0,29h 55m,Air India Banglore 2 stops BLR → HYD → VGA → DEL,flight
cochin,0.0,11h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
new delhi,5403.0,2h 40m,Vistara Banglore non-stop BLR → DEL,flight
kerala,1275.31,4h,Tea Plantation Tour in Munnar with Tasting,activity
udaipur,1706.87,3h,Royal Rajasthani Cooking Class at Heritage Haveli,activity
banglore,11642.0,12h 45m,Air India Kolkata 2 stops CCU → BOM → GOI → BLR,flight
mumbai,87326.0,3 nights,"The Oberoi Mumbai - Sea View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Room Service, Business Center, Fitness Center, Beach Access",hotels
agra,18109.0,2 nights,"Courtyard by Marriott - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Garden, Kids Club, Airport Shuttle, Terrace",hotels
new delhi,4777.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
mumbai,12629.0,1 nights,"Novotel Mumbai - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Free WiFi",hotels
rishikesh,2139.73,2h,Meditation & Yoga Retreat by Ganges,activity
banglore,157904.0,4 nights,"The Ritz-Carlton Bangalore - Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Conference Rooms, Beach Access, Business Center, Garden",hotels
udaipur,460.87,2h,Evening Cultural Performance - Folk Dance & Music,activity
jaipur,48398.0,5 nights,"Radisson Blu Jaipur - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Airport Shuttle, Bar, Parking",hotels
banglore,6810.0,11h 50m,Air Asia Kolkata 1 stop CCU → DEL → BLR,flight
banglore,4107.0,2h 30m,Air Asia Kolkata non-stop CCU → BLR,flight
kerala,3249.38,2h,Traditional Ayurvedic Full Body Massage,activity
chennai,705225.0,14 nights,"The Leela Palace Chennai - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Fitness Center",hotels
banglore,10844.0,12h 10m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
hyderabad,727.8,2h,Pearl Shopping & Jewelry Making Demo,activity
banglore,1709.98,2h,Microbrewery Tour with Tasting,activity
rishikesh,2262.13,3h,White Water Rafting (16km Shivpuri to Rishikesh),activity
delhi,1571.3,3h,Old Delhi Food Walk - Chandni Chowk Special,activity
jaipur,20759.0,2 nights,"The Lalit Jaipur - Superior Room with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Swimming Pool, Terrace",hotels
jaipur,2100.73,3h,Rajasthani Thali Cooking Class with Chef,activity
varanasi,402.89,1h,Morning Yoga & Meditation at Assi Ghat,activity
hyderabad,0.0,1h 30m,IndiGo Mumbai non-stop BOM → HYD,flight
jaipur,45172.0,3 nights,"Marriott Jaipur - Pool View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Conference Rooms, Free WiFi",hotels
varanasi,1379.41,3h,Old Varanasi Walking Tour - Hidden Temples,activity
jaipur,37798.0,3 nights,"Marriott Jaipur - Sea View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Bar, Fitness Center, Beach Access, Room Service",hotels
cochin,6541.0,3h 15m,IndiGo Delhi non-stop DEL → COK,flight
agra,2147.38,6h,Fatehpur Sikri Day Trip with Guide,activity
mumbai,95509.0,2 nights,"The Leela Mumbai - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Terrace, Bar, Room Service, Fitness Center",hotels
hyderabad,2808.02,6h,Ramoji Film City Day Tour,activity
banglore,6528.0,24h,Air India Kolkata 1 stop CCU → MAA → BLR,flight
manali,2653.44,2h,Skiing at Solang Valley with Equipment Rental,activity
chennai,53023.0,3 nights,"ITC Grand Chola - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Spa, Restaurant",hotels
manali,1140.04,4h,Hadimba Temple & Old Manali Guided Tour,activity
banglore,29590.0,1 nights,"The Ritz-Carlton Bangalore - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Free WiFi, Kids Club, Swimming Pool, Bar",hotels
banglore,0.0,8h 40m,SpiceJet Kolkata 1 stop CCU → PNQ → BLR,flight
delhi,21172.0,1 nights,"The Lalit New Delhi - Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Terrace, Swimming Pool, Beach Access",hotels
cochin,12767.0,21h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
chennai,13153.0,1 nights,"Hilton Chennai - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Parking, Restaurant, Garden",hotels
delhi,18519.0,1 nights,"ITC Maurya - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Business Center, Airport Shuttle",hotels
varanasi,1215.8,3h,Old Varanasi Walking Tour - Hidden Temples,activity
jaipur,1734.25,45m,Elephant Ride at Amer Fort with Photo Package,activity
goa,1174.62,3h,Portuguese Heritage Walk in Old Goa,activity
chennai,65308.0,5 nights,"Hilton Chennai - Deluxe Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Kids Club, Bar, Garden",hotels
cochin,8759.0,14h 30m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
cochin,7575.0,14h 20m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
rishikesh,3718.74,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
hyderabad,64777.0,5 nights,"Novotel Hyderabad - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Restaurant, Kids Club, Business Center, Parking",hotels
agra,32589.0,1 nights,"ITC Mughal - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Business Center, Airport Shuttle, Kids Club, Garden",hotels
goa,122447.0,5 nights,"W Goa - Executive Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Terrace",hotels
mumbai,12217.0,1 nights,"Novotel Mumbai - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Room Service",hotels
mumbai,2173.05,5h,Elephanta Caves Ferry & Guided Tour,activity
rishikesh,1467.68,4h,Waterfall Trekking - Neer Garh Waterfall,activity
cochin,0.0,13h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
hyderabad,3779.22,6h,Ramoji Film City Day Tour,activity
mumbai,35351.0,2 nights,"JW Marriott Mumbai - Family Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Kids Club, Parking",hotels
cochin,12436.0,30h 20m,Air India Delhi 2 stops DEL → JDH → BOM → COK,flight
delhi,2276.87,4h,Qutub Minar & Humayun's Tomb Tour,activity
delhi,48215.0,1 nights,"ITC Maurya - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Bar",hotels
mumbai,60424.0,3 nights,"Novotel Mumbai - Suite with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Garden, Conference Rooms, Fitness Center, Business Center",hotels
varanasi,0.0,1h,Evening Ganga Aarti Ceremony at Dashashwamedh Ghat,activity
goa,1380.43,2h,Dolphin Spotting Sunset Cruise,activity
rishikesh,1275.08,4h,Waterfall Trekking - Neer Garh Waterfall,activity
cochin,10703.0,38h,Air India Delhi 3 stops DEL → RPR → NAG → BOM → COK,flight
banglore,34931.0,2 nights,"The Leela Palace Bangalore - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Parking, Fitness Center",hotels
delhi,1097.88,3h,National Museum Guided Tour,activity
kolkata,9125.0,2h 15m,Vistara Premium economy Chennai non-stop MAA → CCU,flight
goa,18129.0,1 nights,"Alila Diwa Goa - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Parking, Business Center, Bar, Kids Club",hotels
varanasi,300.9,1h,Morning Yoga & Meditation at Assi Ghat,activity
banglore,218883.0,5 nights,"ITC Gardenia - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Terrace, Conference Rooms",hotels
kolkata,484.96,1h,Kolkata Tram Heritage Ride,activity
delhi,27268.0,1 nights,"ITC Maurya - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Business Center, Restaurant",hotels
cochin,0.0,25h 30m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,13249.0,1 nights,"Vivanta Bengaluru - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Spa, Business Center, Airport Shuttle",hotels
banglore,9187.0,17h 45m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
delhi,4668.0,2h 50m,Vistara Banglore non-stop BLR → DEL,flight
cochin,9736.0,13h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
kerala,821.91,3h,Traditional Snake Boat Race Experience,activity
delhi,9867.0,1 nights,"Radisson Blu Delhi - Standard Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Restaurant, Business Center, Kids Club",hotels
banglore,3809.0,4h 25m,IndiGo Kolkata 1 stop CCU → HYD → BLR,flight
cochin,10577.0,17h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
jaipur,3496.53,6h,Private Jaipur City Tour - All Major Attractions,activity
delhi,569.82,2h,Shopping Tour at Dilli Haat,activity
delhi,17174.0,1 nights,"Sheraton New Delhi - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Airport Shuttle, Parking, Spa, Beach Access",hotels
hyderabad,25399.0,1 nights,"ITC Kohenur - Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Bar, Business Center, Beach Access, Parking",hotels
goa,2204.53,5h,Spice Plantation Tour with Traditional Goan Lunch,activity
banglore,20925.0,1 nights,"ITC Gardenia - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Spa, Fitness Center, Swimming Pool, Kids Club",hotels
hyderabad,16560.0,1 nights,"Taj Krishna - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Business Center, Fitness Center, Room Service, Swimming Pool",hotels
chennai,19986.0,1 nights,"Park Hyatt Chennai - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Fitness Center, Free WiFi",hotels
cochin,10231.0,21h 15m,Air India Delhi 2 stops DEL → GOI → BOM → COK,flight
kolkata,1060.34,2h,Howrah Bridge & Flower Market Walk,activity
banglore,2841.62,6h,Coffee Estate Tour near Chikmagalur,activity
cochin,4812.0,4h 30m,SpiceJet Delhi 1 stop DEL → PNQ → COK,flight
cochin,14714.0,7h 30m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
hyderabad,155628.0,3 nights,"Taj Falaknuma Palace - Suite with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Parking, Swimming Pool",hotels
mumbai,30319.0,1 nights,"Trident Nariman Point - Presidential Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Room Service, Garden, Swimming Pool",hotels
delhi,3919.0,2h 50m,SpiceJet Banglore non-stop BLR → DEL,flight
banglore,395.57,2h,Lalbagh Botanical Garden Walking Tour,activity
agra,1814.67,3h,Sunrise Taj Mahal Visit with Skip-the-Line,activity
goa,43216.0,5 nights,"Holiday Inn Goa - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Swimming Pool, Business Center, Parking",hotels
cochin,7198.0,8h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,23h 15m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
delhi,73125.0,5 nights,"The Lalit New Delhi - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Business Center, Room Service, Bar, Swimming Pool",hotels
cochin,0.0,27h 10m,Jet Airways Delhi 2 stops DEL → LKO → BOM → COK,flight
banglore,93056.0,3 nights,"The Ritz-Carlton Bangalore - Family Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Restaurant, Room Service",hotels
goa,20528.0,1 nights,"Leela Goa - Sea View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Room Service, Garden, Fitness Center",hotels
delhi,3943.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,19260.0,1 nights,"ITC Gardenia - Sea View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Conference Rooms, Terrace",hotels
kerala,1154.25,3h,Traditional Snake Boat Race Experience,activity
banglore,14151.0,11h 30m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
delhi,47280.0,3 nights,"Sheraton New Delhi - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Beach Access, Conference Rooms, Bar",hotels
banglore,15170.0,19h 45m,Air India Kolkata 2 stops CCU → GAU → DEL → BLR,flight
delhi,26109.0,3 nights,"The Lalit New Delhi - Standard Room with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Swimming Pool, Room Service, Beach Access",hotels
jaipur,1298.27,2h,Traditional Block Printing Workshop (Take Home Kit),activity
cochin,12898.0,10h 55m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
mumbai,2576.81,4h,Bollywood Studio Tour with Film Set Visit,activity
cochin,12392.0,26h,Air India Delhi 2 stops DEL → HYD → BOM → COK,flight
banglore,4960.0,2h 30m,Air India Kolkata non-stop CCU → BLR,flight
banglore,13941.0,12h 15m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,6842.0,4h 55m,IndiGo Delhi 1 stop DEL → BLR → COK,flight
delhi,4282.0,2h 50m,Air Asia Banglore non-stop BLR → DEL,flight
mumbai,33849.0,1 nights,"The Oberoi Mumbai - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Restaurant, Business Center",hotels
goa,1156.76,2h,Dolphin Spotting Sunset Cruise,activity
banglore,25566.0,2 nights,"ITC Gardenia - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Business Center, Terrace, Swimming Pool",hotels
hyderabad,17628.0,1 nights,"Taj Krishna - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Conference Rooms, Spa",hotels
cochin,0.0,23h 15m,Jet Airways Delhi 2 stops DEL → MAA → BOM → COK,flight
delhi,72283.0,3 nights,"The Imperial New Delhi - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Airport Shuttle, Fitness Center, Parking",hotels
cochin,12872.0,27h,Jet Airways Delhi 2 stops DEL → IDR → BOM → COK,flight
banglore,21279.0,1 nights,"ITC Gardenia - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Business Center, Bar",hotels
delhi,1771.98,3h,Old Delhi Food Walk - Chandni Chowk Special,activity
chennai,73765.0,5 nights,"Hilton Chennai - Deluxe Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Parking, Bar",hotels
cochin,6953.0,6h 25m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
banglore,12692.0,25h,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
kerala,894.76,3h,Traditional Snake Boat Race Experience,activity
delhi,3419.0,2h 45m,GoAir Banglore non-stop BLR → DEL,flight
hyderabad,11563.0,1 nights,"Taj Krishna - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Terrace, Airport Shuttle",hotels
hyderabad,0.0,1h 30m,SpiceJet Mumbai non-stop BOM → HYD,flight
cochin,7933.0,12h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,5158.0,4h 30m,SpiceJet Delhi 1 stop DEL → PNQ → COK,flight
hyderabad,2071.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
banglore,9187.0,27h 35m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
delhi,26372.0,2 nights,"Hyatt Regency Delhi - Standard Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Beach Access, Room Service, Free WiFi, Fitness Center",hotels
cochin,14871.0,9h 35m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
goa,103862.0,3 nights,"Taj Fort Aguada Resort - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Spa, Swimming Pool",hotels
mumbai,16258.0,1 nights,"Hyatt Regency Mumbai - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Kids Club, Beach Access, Parking, Swimming Pool",hotels
delhi,12493.0,1 nights,"Sheraton New Delhi - Standard Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Room Service, Bar",hotels
kolkata,952.35,2h,Howrah Bridge & Flower Market Walk,activity
cochin,7174.0,16h 50m,Air India Delhi 1 stop DEL → BLR → COK,flight
chennai,31255.0,2 nights,"The Leela Palace Chennai - Standard Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Beach Access, Swimming Pool",hotels
delhi,64942.0,2 nights,"The Leela Palace New Delhi - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Parking, Airport Shuttle",hotels
manali,2558.14,2h,Skiing at Solang Valley with Equipment Rental,activity
delhi,163881.0,4 nights,"ITC Maurya - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Swimming Pool, Business Center",hotels
cochin,7480.0,12h 45m,Air India Delhi 1 stop DEL → MAA → COK,flight
banglore,9899.0,9h 50m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,7711.0,37h 20m,Air India Delhi 2 stops DEL → NAG → BOM → COK,flight
varanasi,0.0,1h,Evening Ganga Aarti Ceremony at Dashashwamedh Ghat,activity
jaipur,13758.0,1 nights,"Trident Jaipur - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Beach Access, Terrace, Garden, Restaurant",hotels
cochin,12192.0,15h 10m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
goa,1944.1,2h 30m,Parasailing at Calangute Beach with Safety Gear,activity
delhi,13755.0,1 nights,"Radisson Blu Delhi - Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Kids Club",hotels
kolkata,2664.48,4h,Durga Puja Pandals Tour (Seasonal),activity
cochin,1403.32,2h 30m,Fort Kochi Heritage Walking Tour,activity
mumbai,66612.0,4 nights,"JW Marriott Mumbai - Deluxe Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Garden, Swimming Pool",hotels
mumbai,50628.0,2 nights,"ITC Maratha - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Beach Access, Fitness Center, Spa, Bar",hotels
